code_pref,code_muni,name_muni_j,code_mesh1,name_muni_e
6,203,鶴岡市,5740,Tsuruoka
6,203,鶴岡市,5839,Tsuruoka
6,204,酒田市,5839,Sakata
6,204,酒田市,5840,Sakata
6,205,新庄市,5840,Shinjo
6,206,寒河江市,5740,Sagae
6,207,上山市,5740,Kaminoyama
6,208,村山市,5740,Murayama
6,209,長井市,5739,Nagaishi
6,209,長井市,5740,Nagaishi
6,210,天童市,5740,Tendo
6,211,東根市,5740,Higashine
6,212,尾花沢市,5740,Obanazawa
6,212,尾花沢市,5840,Obanazawa
6,213,南陽市,5740,Nanyo
6,301,山辺町,5740,Yamanobe
6,302,中山町,5740,Nakayama
6,321,河北町,5740,Kahoku
6,322,西川町,5739,Nishikawa
6,322,西川町,5740,Nishikawa
6,323,朝日町,5739,Asahi
6,323,朝日町,5740,Asahi
6,324,大江町,5739,Oe
6,324,大江町,5740,Oe
6,341,大石田町,5740,Oishida
6,361,金山町,5840,Kaneyama
6,362,最上町,5740,Mogami
6,362,最上町,5840,Mogami
6,363,舟形町,5740,Funagata
6,363,舟形町,5840,Funagata
6,364,真室川町,5840,Mamurogawa
6,365,大蔵村,5740,Okura
6,365,大蔵村,5840,Okura
6,366,鮭川村,5840,Sakegawa
6,367,戸沢村,5740,Tozawa
6,367,戸沢村,5840,Tozawa
6,381,高畠町,5640,Takahata
6,381,高畠町,5740,Takahata
6,382,川西町,5639,Kawanishi
6,382,川西町,5640,Kawanishi
6,382,川西町,5739,Kawanishi
6,382,川西町,5740,Kawanishi
6,401,小国町,5639,Oguni
6,401,小国町,5739,Oguni
6,402,白鷹町,5739,Shirataka
6,402,白鷹町,5740,Shirataka
6,403,飯豊町,5639,Iide
6,403,飯豊町,5739,Iide
6,403,飯豊町,5740,Iide
6,426,三川町,5839,Mikawa
6,428,庄内町,5739,Shonai
6,428,庄内町,5740,Shonai
6,428,庄内町,5839,Shonai
6,428,庄内町,5840,Shonai
6,461,遊佐町,5839,Yuza
6,461,遊佐町,5840,Yuza
7,201,福島市,5640,Fukushima
7,202,会津若松市,5539,Aizuwakamatsu
7,202,会津若松市,5540,Aizuwakamatsu
7,202,会津若松市,5639,Aizuwakamatsu
7,202,会津若松市,5640,Aizuwakamatsu
7,203,郡山市,5540,Koriyama
7,203,郡山市,5640,Koriyama
7,204,いわき市,5540,Iwaki
7,204,いわき市,5541,Iwaki
7,205,白河市,5540,Shirakawa
7,207,須賀川市,5540,Sukagawa
7,207,須賀川市,5640,Sukagawa
7,208,喜多方市,5639,Kitakata
7,208,喜多方市,5640,Kitakata
7,209,相馬市,5640,Soma
7,209,相馬市,5641,Soma
7,210,二本松市,5640,Nihonmatsu
7,211,田村市,5540,Tamura
7,211,田村市,5640,Tamura
7,212,南相馬市,5640,Minamisoma
7,212,南相馬市,5641,Minamisoma
7,213,伊達市,5640,Date
7,214,本宮市,5640,Motomiya
7,301,桑折町,5640,Kori
7,303,国見町,5640,Kunimi
7,308,川俣町,5640,Kawamata
7,322,大玉村,5640,Otama
7,342,鏡石町,5540,Kagamiishi
7,344,天栄村,5539,Tenei
7,344,天栄村,5540,Tenei
7,344,天栄村,5640,Tenei
7,362,下郷町,5539,Shimogo
7,362,下郷町,5540,Shimogo
7,362,下郷町,5639,Shimogo
7,364,檜枝岐村,5539,Hinoe
7,367,只見町,5539,Tadami
7,367,只見町,5639,Tadami
7,368,南会津町,5539,Minamiaizu
7,402,北塩原村,5639,Kitashiobara
7,402,北塩原村,5640,Kitashiobara
7,405,西会津町,5639,Nishiaizu
7,407,磐梯町,5639,Bandai
7,407,磐梯町,5640,Bandai
7,408,猪苗代町,5640,Inawashiro
7,421,会津坂下町,5639,Aizubange
7,422,湯川村,5639,Yukawa
7,423,柳津町,5639,Yanaizu
7,444,三島町,5639,Mishima
7,445,金山町,5539,Kaneyama
7,445,金山町,5639,Kaneyama
7,446,昭和村,5539,Showa
7,446,昭和村,5639,Showa
7,447,会津美里町,5539,Aizumisato
7,447,会津美里町,5639,Aizumisato
7,461,西郷村,5539,Nishigo
7,461,西郷村,5540,Nishigo
7,464,泉崎村,5540,Izumizaki
7,465,中島村,5540,Nakajima
7,466,矢吹町,5540,Yabuki
7,481,棚倉町,5540,Tanagura
7,482,矢祭町,5540,Yamatsuri
7,483,塙町,5540,Hanawa
7,484,鮫川村,5540,Samegaw
7,501,石川町,5540,Ishikawa
7,502,玉川村,5540,Tamakawa
7,503,平田村,5540,Hirata
7,504,浅川町,5540,Asakawa
7,505,古殿町,5540,Furudono
7,521,三春町,5640,Miharu
7,522,小野町,5540,Ono
7,522,小野町,5640,Ono
7,541,広野町,5540,Hirono
7,541,広野町,5541,Hirono
7,542,楢葉町,5540,Naraha
7,542,楢葉町,5541,Naraha
7,542,楢葉町,5640,Naraha
7,543,富岡町,5540,Tomioka
7,543,富岡町,5541,Tomioka
7,543,富岡町,5640,Tomioka
7,543,富岡町,5641,Tomioka
7,544,川内村,5540,Kawauchi
7,544,川内村,5640,Kawauchi
7,545,大熊町,5640,Okuma
7,545,大熊町,5641,Okuma
7,546,双葉町,5640,Futaba
7,546,双葉町,5641,Futaba
7,547,浪江町,5640,Namie
7,547,浪江町,5641,Namie
7,548,葛尾村,5640,Katurao
7,561,新地町,5640,Shinchi
7,564,飯舘村,5640,Iitate
8,201,水戸市,5440,Mito
8,202,日立市,5440,Hitachi
8,202,日立市,5540,Hitachi
8,203,土浦市,5440,Tsuchiura
8,204,古河市,5439,Koga
8,205,石岡市,5440,Ishioka
8,207,結城市,5439,Yuki
8,208,龍ケ崎市,5340,Ryugasaki
8,208,龍ケ崎市,5440,Ryugasaki
8,210,下妻市,5439,Shimotsuma
8,210,下妻市,5440,Shimotsuma
8,211,常総市,5339,Joso
8,211,常総市,5439,Joso
8,211,常総市,5440,Joso
8,212,常陸太田市,5440,Hitachiota
8,212,常陸太田市,5540,Hitachiota
8,214,高萩市,5540,Takahagi
8,215,北茨城市,5540,Kitaibaraki
8,216,笠間市,5440,Kasama
8,217,取手市,5339,Toride
8,217,取手市,5340,Toride
8,219,牛久市,5340,Ushiku
8,219,牛久市,5440,Ushiku
8,220,つくば市,5340,Tsukuba
8,220,つくば市,5439,Tsukuba
8,220,つくば市,5440,Tsukuba
8,221,ひたちなか市,5440,Hitachinaka
8,222,鹿嶋市,5340,Kashima
8,222,鹿嶋市,5440,Kashima
8,223,潮来市,5340,Itako
8,223,潮来市,5440,Itako
8,224,守谷市,5339,Moriya
8,224,守谷市,5340,Moriya
8,225,常陸大宮市,5440,Hitachiomiya
8,225,常陸大宮市,5540,Hitachiomiya
8,226,那珂市,5440,Naka
8,227,筑西市,5439,Chikusei
8,227,筑西市,5440,Chikusei
8,228,坂東市,5339,Bando
8,228,坂東市,5439,Bando
8,229,稲敷市,5340,Inashiki
8,229,稲敷市,5440,Inashiki
8,230,かすみがうら市,5440,Kasumigaura
8,231,桜川市,5440,Sakuragawa
8,232,神栖市,5340,Kamisu
8,233,行方市,5340,Namegata
8,233,行方市,5440,Namegata
8,234,鉾田市,5440,Hokota
8,235,つくばみらい市,5339,Tsukubamirai
8,235,つくばみらい市,5340,Tsukubamirai
8,235,つくばみらい市,5439,Tsukubamirai
8,235,つくばみらい市,5440,Tsukubamirai
8,236,小美玉市,5440,Omitama
8,302,茨城町,5440,Ibaraki
8,309,大洗町,5440,Oarai
8,310,城里町,5440,Shirosato
8,341,東海村,5440,Tokai
8,364,大子町,5540,Daigo
8,442,美浦村,5340,Miho
8,442,美浦村,5440,Miho
8,443,阿見町,5340,Ami
8,443,阿見町,5440,Ami
8,447,河内町,5340,Kawachi
8,521,八千代町,5439,Yachiyo
8,542,五霞町,5439,Goka
8,546,境町,5439,Sakai
8,564,利根町,5340,Tone
9,201,宇都宮市,5439,Utsunomiya
9,201,宇都宮市,5440,Utsunomiya
9,201,宇都宮市,5539,Utsunomiya
9,202,足利市,5439,Ashikaga
9,203,栃木市,5439,Tochigi
9,204,佐野市,5439,Sano
9,205,鹿沼市,5439,Kanuma
9,205,鹿沼市,5539,Kanuma
9,206,日光市,5439,Nikko
9,206,日光市,5539,Nikko
9,208,小山市,5439,Oyama
9,209,真岡市,5439,Mooka
9,209,真岡市,5440,Mooka
9,210,大田原市,5539,Otawara
9,210,大田原市,5540,Otawara
9,211,矢板市,5539,Yaita
9,213,那須塩原市,5539,Nasushiobara
9,213,那須塩原市,5540,Nasushiobara
9,214,さくら市,5439,Sakura
9,214,さくら市,5440,Sakura
9,214,さくら市,5539,Sakura
9,214,さくら市,5540,Sakura
9,215,那須烏山市,5440,Nasukarasuyama
9,215,那須烏山市,5540,Nasukarasuyama
9,216,下野市,5439,Shimotsuke
9,301,上三川町,5439,Kaminokawa
9,342,益子町,5440,Mashiko
9,343,茂木町,5440,Motegi
9,344,市貝町,5440,Ichikai
9,345,芳賀町,5439,Haga
9,345,芳賀町,5440,Haga
9,361,壬生町,5439,Mibu
9,364,野木町,5439,Nogi
9,384,塩谷町,5539,Shioya
9,386,高根沢町,5439,Takanezawa
9,386,高根沢町,5440,Takanezawa
9,386,高根沢町,5539,Takanezawa
9,386,高根沢町,5540,Takanezawa
9,407,那須町,5539,Nasu
9,407,那須町,5540,Nasu
9,411,那珂川町,5540,Nakagawa
10,201,前橋市,5439,Maebashi
10,202,高崎市,5438,Takasaki
10,202,高崎市,5439,Takasaki
10,203,桐生市,5439,Kiryu
10,204,伊勢崎市,5439,Isesaki
10,205,太田市,5439,Ota
10,206,沼田市,5438,Numata
10,206,沼田市,5439,Numata
10,206,沼田市,5539,Numata
10,207,館林市,5439,Tatebayashi
10,208,渋川市,5438,Shibukawa
10,208,渋川市,5439,Shibukawa
10,209,藤岡市,5438,Fujioka
10,209,藤岡市,5439,Fujioka
10,210,富岡市,5438,Tomioka
10,211,安中市,5438,Annaka
10,212,みどり市,5439,Midori
10,344,榛東村,5438,Shinto
10,344,榛東村,5439,Shinto
10,345,吉岡町,5438,Yoshioka
10,345,吉岡町,5439,Yoshioka
10,366,上野村,5338,Ueno
10,366,上野村,5438,Ueno
10,367,神流町,5438,Kanna
10,382,下仁田町,5438,Shimonita
10,383,南牧村,5438,Nammoku
10,384,甘楽町,5438,Kanra
10,421,中之条町,5438,Nakanojo
10,421,中之条町,5538,Nakanojo
10,424,長野原町,5438,Naganohara
10,425,嬬恋村,5438,Tsumagoi
10,426,草津町,5438,Kusatsu
10,428,高山村,5438,Takayama
10,429,東吾妻町,5438,Higashiazuma
10,443,片品村,5539,Katashina
10,444,川場村,5439,Kawaba
10,444,川場村,5539,Kawaba
10,448,昭和村,5439,Showa
10,449,みなかみ町,5438,Minakami
10,449,みなかみ町,5439,Minakami
10,449,みなかみ町,5538,Minakami
10,449,みなかみ町,5539,Minakami
10,464,玉村町,5439,Tamamura
10,521,板倉町,5439,Itakura
10,522,明和町,5439,Meiwa
10,523,千代田町,5439,Chiyoda
10,524,大泉町,5439,Oizumi
10,525,邑楽町,5439,Oura
11,100,さいたま市,5339,Saitama
11,100,さいたま市,5439,Saitama
11,101,さいたま市西区,5339,"Nishi, Saitama"
11,102,さいたま市北区,5339,"Kita, Saitama"
11,103,さいたま市大宮区,5339,"Omiya, Saitama"
11,104,さいたま市見沼区,5339,"Minuma, Saitama"
11,105,さいたま市中央区,5339,"Chuo, Saitama"
11,106,さいたま市桜区,5339,"Sakura, Saitama"
11,107,さいたま市浦和区,5339,"Urawa, Saitama"
11,108,さいたま市南区,5339,"Minami, Saitama"
11,109,さいたま市緑区,5339,"Midori, Saitama"
11,110,さいたま市岩槻区,5339,"Iwatsuki, Saitama"
11,110,さいたま市岩槻区,5439,"Iwatsuki, Saitama"
11,201,川越市,5339,Kawagoe
11,202,熊谷市,5439,Kumagaya
11,203,川口市,5339,Kawaguchi
11,206,行田市,5439,Gyoda
11,207,秩父市,5338,Chichibu
11,207,秩父市,5339,Chichibu
11,207,秩父市,5438,Chichibu
11,207,秩父市,5439,Chichibu
11,208,所沢市,5339,Tokorozawa
11,209,飯能市,5339,Hanno
11,210,加須市,5439,Kazo
11,211,本庄市,5439,Honjo
11,212,東松山市,5339,Higashimatsuyama
11,212,東松山市,5439,Higashimatsuyama
11,214,春日部市,5339,Kasukabe
11,214,春日部市,5439,Kasukabe
11,215,狭山市,5339,Sayama
11,216,羽生市,5439,Hanyu
11,217,鴻巣市,5439,Konosu
11,218,深谷市,5439,Fukaya
11,219,上尾市,5339,Ageo
11,219,上尾市,5439,Ageo
11,221,草加市,5339,Soka
11,222,越谷市,5339,Koshigaya
11,223,蕨市,5339,Warabi
11,224,戸田市,5339,Toda
11,225,入間市,5339,Iruma
11,227,朝霞市,5339,Asaka
11,228,志木市,5339,Shiki
11,229,和光市,5339,Wako
11,230,新座市,5339,Niiza
11,231,桶川市,5339,Okegawa
11,231,桶川市,5439,Okegawa
11,232,久喜市,5439,Kuki
11,233,北本市,5339,Kitamoto
11,233,北本市,5439,Kitamoto
11,234,八潮市,5339,Yashio
11,235,富士見市,5339,Fujimi
11,237,三郷市,5339,Misato
11,238,蓮田市,5339,Hasuda
11,238,蓮田市,5439,Hasuda
11,239,坂戸市,5339,Sakado
11,240,幸手市,5439,Satte
11,241,鶴ヶ島市,5339,Tsurugashima
11,242,日高市,5339,Hidaka
11,243,吉川市,5339,Yoshikawa
11,245,ふじみ野市,5339,Fujimino
11,246,白岡市,5339,Shiraoka
11,246,白岡市,5439,Shiraoka
11,301,伊奈町,5339,Ina
11,301,伊奈町,5439,Ina
11,324,三芳町,5339,Miyoshi
11,326,毛呂山町,5339,Moroyama
11,327,越生町,5339,Ogose
11,341,滑川町,5439,Namegawa
11,342,嵐山町,5439,Ranzan
11,343,小川町,5439,Ogawa
11,346,川島町,5339,Kawajima
11,346,川島町,5439,Kawajima
11,347,吉見町,5439,Yoshimi
11,348,鳩山町,5339,Hatoyama
11,348,鳩山町,5439,Hatoyama
11,349,ときがわ町,5339,Tokigawa
11,349,ときがわ町,5439,Tokigawa
11,361,横瀬町,5339,Yokoze
11,361,横瀬町,5439,Yokoze
11,362,皆野町,5439,Minano
11,363,長瀞町,5439,Nagatoro
11,365,小鹿野町,5338,Ogano
11,365,小鹿野町,5339,Ogano
11,365,小鹿野町,5438,Ogano
11,365,小鹿野町,5439,Ogano
11,369,東秩父村,5339,Higashichichibu
11,369,東秩父村,5439,Higashichichibu
11,381,美里町,5439,Misato
11,383,神川町,5438,Kamikawa
11,383,神川町,5439,Kamikawa
11,385,上里町,5439,Kamisato
11,408,寄居町,5439,Yorii
11,442,宮代町,5339,Miyashiro
11,442,宮代町,5439,Miyashiro
11,464,杉戸町,5339,Sugito
11,464,杉戸町,5439,Sugito
11,465,松伏町,5339,Matsubushi
12,100,千葉市,5340,Chiba
12,101,千葉市中央区,5340,"Chuo, Chiba"
12,102,千葉市花見川区,5340,"Hanamigawa, Chiba"
12,103,千葉市稲毛区,5340,"Inage, Chiba"
12,104,千葉市若葉区,5340,"Wakaba, Chiba"
12,105,千葉市緑区,5340,"Midori, Chiba"
12,106,千葉市美浜区,5340,"Mihama, Chiba"
12,202,銚子市,5340,Choshi
12,203,市川市,5339,Ichikawa
12,204,船橋市,5339,Funabashi
12,204,船橋市,5340,Funabashi
12,205,館山市,5239,Tateyama
12,206,木更津市,5239,Kisarazu
12,206,木更津市,5240,Kisarazu
12,206,木更津市,5339,Kisarazu
12,206,木更津市,5340,Kisarazu
12,207,松戸市,5339,Matsudo
12,207,松戸市,5340,Matsudo
12,208,野田市,5339,Noda
12,208,野田市,5439,Noda
12,210,茂原市,5340,Mobara
12,211,成田市,5340,Narita
12,212,佐倉市,5340,Sakura
12,213,東金市,5340,Togane
12,215,旭市,5340,Asahi
12,216,習志野市,5339,Narashino
12,216,習志野市,5340,Narashino
12,217,柏市,5339,Kashiwa
12,217,柏市,5340,Kashiwa
12,218,勝浦市,5240,Katsuura
12,219,市原市,5240,Ichihara
12,219,市原市,5340,Ichihara
12,220,流山市,5339,Nagareyama
12,221,八千代市,5340,Yachiyo
12,222,我孫子市,5339,Abiko
12,222,我孫子市,5340,Abiko
12,223,鴨川市,5239,Kamogawa
12,223,鴨川市,5240,Kamogawa
12,224,鎌ケ谷市,5339,Kamagaya
12,224,鎌ケ谷市,5340,Kamagaya
12,225,君津市,5239,Kimitsu
12,225,君津市,5240,Kimitsu
12,225,君津市,5339,Kimitsu
12,225,君津市,5340,Kimitsu
12,226,富津市,5239,Futtsu
12,226,富津市,5240,Futtsu
12,226,富津市,5339,Futtsu
12,227,浦安市,5339,Urayasu
12,228,四街道市,5340,Yotsukaido
12,229,袖ケ浦市,5339,Sodegaura
12,229,袖ケ浦市,5340,Sodegaura
12,230,八街市,5340,Yachimata
12,231,印西市,5340,Inzai
12,232,白井市,5340,Shiroi
12,233,富里市,5340,Tomisato
12,234,南房総市,5239,Minamiboso
12,234,南房総市,5240,Minamiboso
12,235,匝瑳市,5340,Sosa
12,236,香取市,5340,Katori
12,237,山武市,5340,Sammu
12,238,いすみ市,5240,Isumi
12,238,いすみ市,5340,Isumi
12,239,大網白里市,5340,Oamishirasato
12,322,酒々井町,5340,Shisui
12,329,栄町,5340,Sakae
12,342,神崎町,5340,Kozaki
12,347,多古町,5340,Tako
12,349,東庄町,5340,Tonosho
12,403,九十九里町,5340,Kujukuri
12,409,芝山町,5340,Shibayama
12,410,横芝光町,5340,Yokoshibahikari
12,421,一宮町,5240,Ichinomiya
12,421,一宮町,5340,Ichinomiya
12,422,睦沢町,5240,Mutsuzawa
12,422,睦沢町,5340,Mutsuzawa
12,423,長生村,5340,Chosei
12,424,白子町,5340,Shirako
12,426,長柄町,5340,Nagara
12,427,長南町,5240,Chonan
12,427,長南町,5340,Chonan
12,441,大多喜町,5240,Otaki
12,443,御宿町,5240,Onjuku
12,463,鋸南町,5239,Kyonan
12,999,境界未定地域,5339,
13,100,東京23区,5339,
13,101,千代田区,5339,Chiyoda
13,102,中央区,5339,Chuo
13,103,港区,5339,Minato
13,104,新宿区,5339,Shinjuku
13,105,文京区,5339,Bunkyo
13,106,台東区,5339,Taito
13,107,墨田区,5339,Sumida
13,108,江東区,5339,Koto
13,109,品川区,5339,Shinagawa
13,110,目黒区,5339,Meguro
13,111,大田区,5339,Ota
13,112,世田谷区,5339,Setagaya
13,113,渋谷区,5339,Shibuya
13,114,中野区,5339,Nakano
13,115,杉並区,5339,Suginami
13,116,豊島区,5339,Toshima
13,117,北区,5339,Kita
13,118,荒川区,5339,Arakawa
13,119,板橋区,5339,Itabashi
13,120,練馬区,5339,Nerima
13,121,足立区,5339,Adachi
13,122,葛飾区,5339,Katsushika
13,123,江戸川区,5339,Edogawa
13,199,境界未定地域,5339,
13,201,八王子市,5339,Hachioji
13,202,立川市,5339,Tachikawa
13,203,武蔵野市,5339,Musashino
13,204,三鷹市,5339,Mitaka
13,205,青梅市,5339,Ome
13,206,府中市,5339,Fuchu
13,207,昭島市,5339,Akishima
13,208,調布市,5339,Chofu
13,209,町田市,5339,Machida
13,210,小金井市,5339,Koganei
13,211,小平市,5339,Kodaira
13,212,日野市,5339,Hino
13,213,東村山市,5339,Higashimurayama
13,214,国分寺市,5339,Kokubunji
13,215,国立市,5339,Kunitachi
13,218,福生市,5339,Fussa
13,219,狛江市,5339,Komae
13,220,東大和市,5339,Higashiyamato
13,221,清瀬市,5339,Kiyose
13,222,東久留米市,5339,Higashikurume
13,223,武蔵村山市,5339,Musashimurayama
13,224,多摩市,5339,Tama
13,225,稲城市,5339,Inagi
13,227,羽村市,5339,Hamura
13,228,あきる野市,5339,Akiruno
13,229,西東京市,5339,Nishitokyo
13,303,瑞穂町,5339,Mizuho
13,305,日の出町,5339,Hinode
13,307,檜原村,5339,Hinohara
13,308,奥多摩町,5338,Okutama
13,308,奥多摩町,5339,Okutama
13,361,大島町,5239,Oshima
13,362,利島村,5139,Toshima
13,363,新島村,5139,Niijima
13,364,神津島村,5038,Kozushima
13,364,神津島村,5139,Kozushima
13,381,三宅村,5139,Miyake
13,382,御蔵島村,5039,Mikurajima
13,401,八丈町,4939,Hachijo
13,402,青ヶ島村,4839,Aogashima
13,421,小笠原村,3036,Ogasawara
13,421,小笠原村,3641,Ogasawara
13,421,小笠原村,3653,Ogasawara
13,421,小笠原村,3741,Ogasawara
13,421,小笠原村,3841,Ogasawara
13,421,小笠原村,3942,Ogasawara
13,421,小笠原村,4040,Ogasawara
13,421,小笠原村,4042,Ogasawara
13,421,小笠原村,4142,Ogasawara
13,999,境界未定地域,4740,
14,100,横浜市,5239,Yokohama
14,100,横浜市,5339,Yokohama
14,101,横浜市鶴見区,5339,"Tsurumi, Yokohama"
14,102,横浜市神奈川区,5339,"Kanagawa, Yokohama"
14,103,横浜市西区,5339,"Nishi, Yokohama"
14,104,横浜市中区,5339,"Naka, Yokohama"
14,105,横浜市南区,5339,"Minami, Yokohama"
14,106,横浜市保土ケ谷区,5339,"Hodogaya, Yokohama"
14,107,横浜市磯子区,5339,"Isogo, Yokohama"
14,108,横浜市金沢区,5239,"Kanazawa, Yokohama"
14,108,横浜市金沢区,5339,"Kanazawa, Yokohama"
14,109,横浜市港北区,5339,"Kohoku, Yokohama"
14,110,横浜市戸塚区,5339,"Totsuka, Yokohama"
14,111,横浜市港南区,5339,"Konan, Yokohama"
14,112,横浜市旭区,5339,"Asahi, Yokohama"
14,113,横浜市緑区,5339,"Midori, Yokohama"
14,114,横浜市瀬谷区,5339,"Seya, Yokohama"
14,115,横浜市栄区,5339,"Sakae, Yokohama"
14,116,横浜市泉区,5339,"Izumi, Yokohama"
14,117,横浜市青葉区,5339,"Aoba, Yokohama"
14,118,横浜市都筑区,5339,"Tsuzuki, Yokohama"
14,130,川崎市,5339,Kawasaki
14,131,川崎市川崎区,5339,"Kawasaki, Kawasaki"
14,132,川崎市幸区,5339,"Saiwai, Kawasaki"
14,133,川崎市中原区,5339,"Nakahara, Kawasaki"
